filter_id,arm,fueltype,group,Mg,Al,Si,S,K,Ca,Ti,Mn,Fe,Zn,Cl,Na,BC,PM25
3M53653,Intervention,LPG,Intervention,0.0561,0.4065,0.0088,0.1335,0.6953,0.0411,0.0111,0.0068,0.0877,0.0031,0.6629,0.0517,9.404356921,49.8065549
3M53659,Control,Biomass,Control,0.0477,0.309,0.0588,0.2988,1.5023,0.1656,0.0111,0.0241,0.3547,0.0031,2.0454,0.0517,16.22127701,277.5404443
3M53660,Control,Biomass,Control,0.097,0.3959,0.0555,0.221,0.9566,0.3497,0.0111,0.0281,0.0857,0.021,0.9825,0.0517,14.42173471,80.27134109
3M53661,Intervention,LPG,Intervention,0.0542,0.6348,0.248,0.1012,0.1916,0.0519,0.0111,0.0038,0.1295,0.0046,0.2721,0.0517,0.945600716,11.67617848
3M53662,Intervention,LPG,Intervention,0.1182,1.0344,1.3732,0.2436,0.4195,0.2601,0.0369,0.0214,0.3601,0.0031,0.3287,0.1551,6.093692129,35.61195604
3M53664,Intervention,LPG,Intervention,0.0948,1.1044,0.99,0.2155,0.2812,0.3618,0.0438,0.0108,0.4277,0.0137,0.1625,0.1293,2.678032999,25.48360941
3M53674,Control,Biomass,Control,0.1014,0.4761,0.1103,0.2789,1.6064,0.1474,0.0111,0.0038,0.0847,0.0137,2.0217,0.1121,12.8138058,83.54013707
3M53675,Intervention,LPG,Intervention,0.0667,0.5083,0.063,0.1812,0.3857,0.0886,0.0111,0.008,0.1127,0.0046,0.1503,0.0732,4.210227534,39.25291693
3M53676,Intervention,LPG,Intervention,0.0674,0.4763,0.093,0.2409,1.0395,0.027,0.0111,0.0038,0.1107,0.0192,1.2492,0.1021,4.809260168,37.66050651
3M53686,Intervention,LPG,Intervention,0.0625,0.4982,0.0088,0.4221,0.3439,0.0681,0.0111,0.0038,0.0508,0.01,0.1123,0.0517,2.597468522,20.91995907
3M53697,Intervention,LPG,Intervention,0.0619,0.4936,0.1326,0.3693,0.3019,0.2266,0.0369,0.0108,0.1315,0.0137,0.1733,0.0517,17.33336897,63.93595669
3M53698,Control,Biomass,Control,0.1213,0.7822,0.654,0.5287,1.4128,0.3952,0.0575,0.0294,0.3437,0.0031,1.819,0.0517,20.43732122,210.9610234
3M53699,Intervention,LPG,Intervention,0.0577,0.4144,0.0146,0.4904,0.1697,0.1037,0.0111,0.0038,0.0469,0.0031,0.0135,0.0517,2.828821533,22.46393947
3M53702,Control,Biomass,Control,0.0935,0.5356,0.2436,0.4988,0.6611,0.5961,0.03,0.0214,0.1185,0.0265,0.3853,0.0809,12.14157194,73.64318191
3M53703,Intervention,LPG,Intervention,0.0805,0.698,0.328,0.4604,0.5782,0.1571,0.0391,0.0254,0.2042,0.0502,0.3013,0.0517,8.412885493,46.58939729
3M53714,Control,Biomass,Control,0.1843,0.6699,0.5103,0.4975,1.1111,0.5335,0.0161,0.0161,0.1823,0.0031,1.5231,0.0517,18.26738384,207.0257888
3M53716,Control,Biomass,Control,0.1019,0.0836,0.2889,0.4812,1.051,0.469,0.03,0.0161,0.1494,0.0031,1.4428,0.0517,18.26738384,207.0257888
3M53722,Control,Biomass,Control,0.0962,0.4038,0.1253,0.4805,1.6027,0.3806,0.0111,0.0254,0.0758,0.0194,1.7094,0.0517,10.37948444,247.5201717
3M53728,Control,Biomass,Control,0.0342,0.3194,0.0088,0.3417,0.4975,0.0256,0.0111,0.0038,0.0469,0.0031,0.1286,0.0517,4.643352031,38.7639939
3M53742,Intervention,LPG,Intervention,0.0891,0.7049,0.6849,0.2307,0.1737,0.2513,0.0599,0.0522,0.2659,0.0031,0.084,0.0517,2.655190045,23.76094117
3M53757,Control,Biomass,Control,0.052,0.3945,0.0088,0.3959,2.2328,0.0615,0.0111,0.008,0.0758,0.0031,3.1394,0.0517,19.28023835,103.7846814
3M53765,Intervention,LPG,Intervention,0.0526,0.4053,0.0088,0.1456,0.4642,0.1085,0.0391,0.0038,0.0798,0.0031,0.3853,0.0517,2.623794217,10.7776957
3M53775,Intervention,LPG,Intervention,0.0416,0.5196,0.1275,0.1689,0.1317,0.0422,0.0345,0.008,0.0897,0.0031,0.0813,0.0517,2.659736603,17.85122079
3M53779,Intervention,LPG,Intervention,0.0705,0.49,0.2391,0.1965,0.1952,0.1006,0.0111,0.0038,0.0847,0.0031,0.0853,0.0738,28.16715618,60.33454344
3M53790,Control,Biomass,Control,0.1585,0.934,1.2284,0.3154,1.1732,0.43120000000000003,0.0111,0.0108,0.3163,0.0667,2.6828,0.147,22.82745391,186.1206604
3M53795,Intervention,LPG,Intervention,0.0464,0.4701,0.1541,0.1642,0.1154,0.1766,0.0599,0.0148,0.1196,0.0031,0.0365,0.0517,2.608805049,17.53415016
3M53796,Intervention,LPG,Intervention,0.015,0.1912,0.4255,0.1762,0.135,0.2429,0.0415,0.0108,0.2411,0.0046,0.046,0.0517,2.608805049,17.53415016
3M53797,Control,Biomass,Control,0.0575,0.4611,0.4347,0.3459,1.1803,0.1271,0.0184,0.0068,0.0977,0.0031,1.1615,0.0517,11.69771325,132.9881296
3M53798,Intervention,LPG,Intervention,0.0458,0.4323,0.0258,0.1381,0.1037,0.053,0.0206,0.008,0.0847,0.01,0.038,0.0517,2.563178509,10.52870603
3M53800,Control,Biomass,Control,0.1739,0.69,0.5139,0.2984,2.4118,0.3231,0.0237,0.0241,0.3419,0.0247,6.9691,0.0517,7.967774303,260.951171
3M53802,Intervention,LPG,Intervention,0.0462,0.5,0.0478,0.1857,0.0696,0.065,0.0111,0.0038,0.0648,0.0031,0.0038,0.0517,0.945388664,11.67356007
3M53807,Intervention,LPG,Intervention,0.082,0.5857,0.3607,0.5488,1.0024,0.2047,0.0484,0.0068,0.1205,0.0031,1.1761,0.0517,15.42068876,163.739062
3M53808,Control,Biomass,Baseline,0.0765,0.3267,0.0088,0.2728,0.98,0.1591,0.0111,0.0038,0.034,0.0031,1.0501,0.0517,10.9771501,84.45310614
3M53810,Control,Biomass,Control,0.082,0.4474,0.1231,0.3665,0.7866,0.2613,0.0111,0.0093,0.0689,0.0031,1.4135,0.0517,8.964233575,174.049913
3M53811,Control,Biomass,Control,0.065,0.4681,0.1056,0.1994,1.2705,0.2124,0.0668,0.0108,0.1026,0.0173,2.4107,0.0517,11.13314849,195.3742308
3M53813,Control,Biomass,Control,0.0447,0.3234,0.0088,0.2904,0.3894,0.0488,0.0111,0.0038,0.0519,0.0031,0.1435,0.0517,7.901054459,51.17349959
3M53816,Intervention,LPG,Intervention,0.4416,0.6819,0.6255,0.343,0.4557,0.5565,0.0206,0.0038,0.2082,0.0031,0.6374,0.0811,10.48060393,58.97734441
3M53817,Control,Biomass,Control,0.0776,0.4107,0.3117,0.2447,0.2498,0.162,0.0345,0.0038,0.0608,0.0192,0.0325,0.0517,2.659736603,16.6611394
3M53819,Intervention,LPG,Intervention,0.1056,1.1639,1.762,0.1914,0.2668,0.2964,0.023,0.0495,0.5702,0.0031,0.1435,0.0937,2.717850224,20.35669582
3M53821,Control,Biomass,Baseline,0.0882,0.5004,0.1938,0.3779,0.3875,0.1443,0.0323,0.0038,0.1465,0.0173,0.2221,0.0517,7.666690341,43.43797058
3M53829,Control,Biomass,Control,0.0727,0.8045,0.4347,0.3393,0.5024,0.0902,0.053,0.0038,0.3035,0.0228,0.1395,0.0517,5.537266309,36.82945881
3M53831,Control,Biomass,Control,0.3284,1.0112,1.1661,0.57,1.8858,0.8609,0.0457,0.0455,0.362,0.0031,2.9385,0.0517,7.993576871,213.1356423
3M53845,Control,Biomass,Control,0.0579,0.3954,0.0373,0.2447,0.6688,0.0866,0.03,0.0201,0.0707,0.0031,0.3543,0.0517,7.948532652,51.35856698
3M53849,Control,Biomass,Control,0.0891,0.357,0.166,0.3298,1.9223,0.1855,0.0161,0.0038,0.1176,0.0046,2.0345,0.0517,16.24794443,92.55619718
3M53854,Control,Biomass,Control,0.1519,0.5888,0.3662,0.2133,0.5862,0.349,0.0369,0.0121,0.1346,0.0119,0.767,0.1439,9.242475488,55.36500657
3M53855,Control,Biomass,Control,0.2016,0.5952,0.4761,0.4511,3.5623,0.5311,0.0206,0.0281,0.2962,0.0283,4.7849,0.0517,9.54055968,127.6242599
3M53856,Intervention,LPG,Intervention,0.0586,0.5287,0.1715,0.1403,0.0915,0.0422,0.0111,0.0121,0.1196,0.0374,0.0338,0.0517,2.597468522,10.66955829
3M53861,Intervention,LPG,Intervention,0.0701,0.5143,0.1015,0.1916,0.5178,0.1308,0.0276,0.0038,0.1295,0.0285,0.3488,0.0517,9.424736705,53.09256797
3M53866,Intervention,Biomass,Baseline,0.1171,0.7491,0.7619,0.2416,1.4767,0.166,0.0391,0.0148,0.3748,0.0031,2.8581,0.116,13.29998219,81.64202221
3M53869,Intervention,LPG,Intervention,0.1238,0.6704,0.4997,0.2224,0.3578,0.2055,0.023,0.0241,0.2272,0.0064,0.2031,0.1609,4.578596951,26.95644717
3M53872,Control,Biomass,Control,0.1293,1.2959,1.8024,0.3052,1.056,0.2986,0.10780000000000001,0.0268,0.6377,0.0031,1.9304,0.1381,10.59115788,163.3412171
3M53877,Intervention,Biomass,Baseline,0.4653,0.3355,0.0088,0.1813,1.4347,0.8755,0.0111,0.0038,0.0877,0.0031,1.9742,0.0517,14.98026998,128.3090823
3M53881,Intervention,LPG,Intervention,0.0495,0.4672,0.0088,0.0528,0.2674,0.0699,0.0111,0.008,0.0787,0.0031,0.1543,0.0517,3.687078522,10.70536217
3M53882,Intervention,LPG,Intervention,0.0588,0.4796,0.187,0.053,0.2844,0.2066,0.0111,0.0038,0.1315,0.0247,0.2234,0.0517,3.515514343,18.74194584
3M53883,Control,Biomass,Control,0.0758,0.4564,0.1918,0.0583,0.2376,0.1087,0.0111,0.0038,0.1116,0.0137,0.1381,0.0517,1.725181533,11.89133936
3M53884,Control,Biomass,Control,0.0831,0.3682,0.0758,0.3839,1.8694,0.2115,0.0206,0.0241,0.0957,0.0173,2.6938,0.0517,11.86354072,261.8840353
3M53891,Control,Biomass,Control,0.0941,0.4,0.1645,0.1766,1.1864,0.3043,0.0345,0.0133,0.1603,0.0303,1.9085,0.0517,10.23047385,102.0996955
3M53895,Control,Biomass,Control,0.0993,0.4558,0.3691,0.3366,2.0867,0.3775,0.0323,0.008,0.0329,0.0393,1.6838,0.0517,14.45819731,148.4620219
3M53905,Control,Biomass,Control,0.0842,0.561,0.278,0.4292,0.7101,0.1744,0.0161,0.0294,0.1364,0.0064,1.1542,0.0517,9.654658601,155.9507524
3M53907,Intervention,LPG,Intervention,0.042,0.3934,0.0088,0.0221,0.0309,0.0239,0.0111,0.0038,0.0179,0.0031,0.0038,0.0517,2.682704968,11.01968196
3M53909,Intervention,LPG,Intervention,0.0362,0.3696,0.0088,0.0931,0.0723,0.0219,0.0111,0.0161,0.019,0.0031,0.0055,0.0517,2.623794217,10.7776957
3M53913,Control,Biomass,Control,0.1379,0.5656,0.4005,0.4869,0.8331,0.4093,0.023,0.0188,0.1485,0.0356,1.0209,0.0517,11.17869768,128.0896967
3M53921,Control,Biomass,Control,0.0636,0.6308,0.4146,0.1505,0.4127,0.2223,0.0111,0.0093,0.2013,0.0082,0.2849,0.0517,6.824171674,113.8897282
3M53926,Intervention,LPG,Intervention,0.0586,0.4462,0.071,0.2398,0.4069,0.0714,0.0161,0.0228,0.1087,0.0212,0.1083,0.0791,4.70317754,40.45526024
3M53927,Intervention,LPG,Intervention,0.061,0.4699,0.2075,0.3534,0.1899,0.0888,0.0323,0.0228,0.0897,0.0031,0.0528,0.0517,2.628233801,15.28781367
3M53928,Control,Biomass,Control,0.0889,0.3998,0.3689,0.4794,2.4264,0.2321,0.046,0.0038,0.0778,0.0356,2.7065,0.0517,22.83061551,197.494059
3M53929,Intervention,LPG,Intervention,0.0793,0.4873,0.2498,0.1454,0.3019,0.174,0.0254,0.0038,0.0698,0.0031,0.0705,0.0517,2.563178509,14.90940244
3M53931,Intervention,LPG,Intervention,0.0468,0.3647,0.0088,0.0984,0.1138,0.0771,0.0184,0.0188,0.0597,0.0031,0.0175,0.0517,0.948674777,11.71413666
3M53936,Control,Biomass,Control,0.1485,0.755,1.3575,0.6317,3.8673,0.4812,0.0323,0.0173,0.2131,0.0265,5.5446,0.0517,15.43089626,331.8265669
3M53938,Intervention,LPG,Intervention,0.0652,0.542,0.3603,0.3046,0.2902,0.1172,0.0391,0.0093,0.1067,0.0155,0.0595,0.0517,5.447856046,41.456589459999996
3M53940,Intervention,LPG,Intervention,0.0935,0.5572,0.5557,0.2285,0.2093,0.1631,0.0276,0.0133,0.0997,0.0247,0.0488,0.1085,2.379704575,19.3459213
3M53941,Intervention,LPG,Intervention,0.0785,0.7422,0.5941,0.149,0.2051,0.4264,0.0276,0.0188,0.2549,0.0031,0.149,0.0517,2.066144752,23.16598341
3M53951,Intervention,LPG,Intervention,0.0475,0.4746,0.0166,0.1092,0.1543,0.1784,0.0111,0.0038,0.0668,0.0031,0.0595,0.0517,2.891858038,35.70835978
3M53957,Control,Biomass,Control,0.0468,0.3565,0.0088,0.1839,0.8611,0.1165,0.046,0.0068,0.0478,0.0031,1.2747,0.0517,28.66083726,244.3081202
3M53958,Intervention,LPG,Intervention,0.053,0.5263,0.385,0.1264,0.1357,0.1006,0.0111,0.0038,0.1056,0.0247,0.0745,0.0517,1.719333379,11.77119293
3M53965,Control,Biomass,Control,0.0577,0.4487,0.069,0.1912,1.302,0.1101,0.0111,0.0038,0.1036,0.0031,1.1633,0.0517,8.17636072,72.98891397
3M53967,Control,Biomass,Control,0.0241,0.0077,0.0088,0.1815,0.5835,0.135,0.0111,0.0068,0.0966,0.0082,0.1963,0.0517,8.17636072,72.98891397
3M53978,Control,Biomass,Control,0.1724,1.2837,2.332,0.2345,0.9944,0.542,0.0575,0.0281,0.4295,0.0031,1.4263,0.1609,14.10023162,152.088271
3M53981,Intervention,LPG,Intervention,0.0835,0.6461,0.5556,0.1614,0.1543,0.1481,0.0111,0.0201,0.2013,0.0031,0.069,0.0517,1.83270221,11.8557644
3M53983,Intervention,LPG,Intervention,0.0541,0.3826,0.0088,0.1841,0.3835,0.0659,0.0184,0.0038,0.0309,0.0031,0.1693,0.0517,4.833324053,28.81457418
3M53991,Intervention,LPG,Intervention,0.0665,0.5004,0.1147,0.1992,0.5601,0.0944,0.0276,0.0038,0.1246,0.032,0.336,0.0517,5.735673274,24.36587331
3M53993,Intervention,LPG,Intervention,0.042,0.3713,0.1373,0.1879,0.2151,0.0537,0.0111,0.0038,0.034,0.0192,0.0555,0.0517,4.307784779,12.66704151
3M53997,Control,Biomass,Control,0.0566,0.3267,0.0088,0.2818,1.0196,0.0972,0.0111,0.0038,0.0798,0.0031,2.1349,0.0517,12.23388214,123.0089891
3M54012,Control,Biomass,Baseline,0.0464,0.376,0.1503,0.1446,0.8043,0.1616,0.0254,0.0038,0.1107,0.0031,0.9771,0.0517,10.893015,105.9391711
3M54018,Control,Biomass,Control,0.0367,0.2818,0.0088,0.1191,0.5048,0.0469,0.0111,0.0038,0.025,0.021,0.5881,0.0517,8.452360096,61.93780311
3M54019,Intervention,LPG,Intervention,0.0506,0.2495,0.0088,0.2878,0.5616,0.0816,0.0111,0.0188,0.0389,0.0064,0.3963,0.0517,10.18734176,60.84921644
3M54026,Control,Biomass,Control,0.1141,0.6337,0.456,0.3174,1.442,0.7418,0.0694,0.0108,0.2511,0.0031,2.2189,0.0517,14.24622397,198.81501600000001
3M54029,Control,Biomass,Control,0.099,0.4208,0.2597,0.5901,6.121,0.2875,0.0276,0.0374,0.1505,0.0031,16.4749,0.0517,11.23938461,545.3087158
3M54030,Control,Biomass,Control,0.0842,0.4208,0.0088,0.2593,1.568,0.1739,0.0111,0.008,0.1067,0.0484,2.3486,0.0517,17.45501259,123.4836744
3M54043,Control,Biomass,Control,0.0665,0.4337,0.0088,0.1627,0.3758,0.1227,0.0161,0.0038,0.0349,0.0031,0.2575,0.0517,9.393591041,51.81808299
3M54049,Intervention,LPG,Intervention,0.0575,0.4913,0.0088,0.1806,0.3209,0.0362,0.0323,0.0038,0.1036,0.0031,0.1638,0.0517,5.96137891,36.21047631
3M54051,Intervention,LPG,Intervention,0.0721,0.9515,0.85,0.2221,0.6034,0.2429,0.0415,0.0201,0.3145,0.0031,0.4529,0.0517,7.366128563,40.52503762
3M54054,Control,Biomass,Control,0.1267,0.5106,0.5329,0.4756,3.9258,0.4056,0.0323,0.0038,0.1145,0.0192,5.099,0.0517,12.40906404,257.1058259
3M54061,Intervention,LPG,Intervention,0.0699,0.8887,0.7681,0.1417,0.1627,0.1045,0.0323,0.0038,0.2192,0.0484,0.1191,0.1315,2.653079309,22.56407361
3M54090,Control,Biomass,Control,0.2498,0.4878,0.1118,0.4915,3.7377,0.528,0.0276,0.0133,0.1315,0.0046,3.5065,0.0933,11.68195835,277.3009839
3M54098,Intervention,LPG,Intervention,0.0833,0.7154,0.4915,0.1403,0.2296,0.1483,0.023,0.0121,0.2659,0.0155,0.1788,0.1052,2.720291027,21.90916905
3M54107,Control,Biomass,Control,0.0815,0.5024,0.0088,0.0931,0.4602,0.1269,0.0111,0.0038,0.0798,0.0356,0.5917,0.0517,6.492375283,81.21957771
3M54108,Intervention,LPG,Intervention,0.0573,0.3824,0.1025,0.1107,0.2016,0.0973,0.0184,0.0254,0.1056,0.0031,0.1205,0.0517,3.491504164,33.29452782
3M54111,Control,Biomass,Control,0.0625,0.3223,0.0088,0.1213,0.2259,0.0668,0.0111,0.0133,0.0289,0.0031,0.0785,0.0517,2.588810294,15.05849647
3M54114,Intervention,LPG,Intervention,0.0531,0.3494,0.1282,0.1107,0.2115,0.1485,0.0184,0.0038,0.1346,0.0137,0.149,0.0517,3.491504164,33.29452782
3M54121,Control,Biomass,Control,0.0573,0.3881,0.0088,0.5554,2.43,0.029,0.0111,0.0038,0.0568,0.0265,2.2226,0.0517,11.60742963,91.61827407
3M54133,Intervention,LPG,Intervention,0.082,0.452,0.151,0.1235,0.1609,0.1698,0.0111,0.008,0.0449,0.0376,0.1003,0.0517,2.655190045,10.90665958
3M54138,Control,Biomass,Control,0.1246,0.6951,0.9438,0.1474,0.3884,0.2246,0.0369,0.0068,0.1764,0.0031,0.4073,0.1337,2.584502789,18.50269629
3M54162,Control,Biomass,Control,0.1101,0.3852,0.0774,0.532,0.3457,0.3169,0.0111,0.0362,0.0678,0.0031,0.2181,0.0517,2.583801118,23.12209119
3M54165,Control,Biomass,Control,0.0889,0.5388,0.177,0.303,0.2586,0.1691,0.0111,0.0038,0.1474,0.01,0.092,0.0517,2.630983851,16.48102622
3M54166,Control,Biomass,Control,0.0875,0.4725,0.263,0.5618,1.0992,0.3262,0.0345,0.0309,0.235,0.0031,1.8409,0.0517,17.65103679,183.1866248
3M54169,Intervention,LPG,Intervention,0.0418,0.3998,0.0088,0.196,0.0394,0.0374,0.0111,0.0038,0.0055,0.0031,0.008,0.0517,0.964649553,11.91139152
3M54171,Control,Biomass,Control,0.0694,0.4494,0.2831,0.6472,2.4611,0.1677,0.0111,0.0161,0.1165,0.0031,4.5858,0.0517,17.77544385,202.1195366
3M54178,Control,Biomass,Control,0.1003,0.5512,0.2648,0.3926,0.7143,0.28,0.0111,0.0161,0.1733,0.0301,0.5168,0.097,5.859372876,40.27361511
3M54179,Intervention,LPG,Intervention,0.0692,0.5101,0.0433,0.1644,0.2082,0.135,0.0184,0.0068,0.0798,0.0265,0.1463,0.0517,4.885810142,29.59997995
3M54185,Control,Biomass,Control,0.1134,0.6812,0.3826,0.3364,0.4191,0.3302,0.0184,0.0068,0.261,0.0031,0.3013,0.0517,6.601025653,47.45798377
3M54186,Control,Biomass,Control,0.0782,0.5298,0.05,0.3821,0.7358,0.1225,0.023,0.0241,0.1326,0.0046,0.6757,0.0517,10.52857522,64.15454116
3M54196,Control,Biomass,Control,0.0942,0.5736,0.2812,0.4038,0.7024,0.4294,0.0276,0.0214,0.1684,0.0228,0.3251,0.0517,8.136624589,55.60060234
3M54211,Intervention,LPG,Intervention,0.1072,0.8211,0.6613,0.4887,0.5503,0.38,0.0111,0.0268,0.259,0.01,0.2319,0.0886,8.978006545,68.23454488
3M54217,Control,Biomass,Control,0.0858,0.4904,0.1519,0.5218,0.637,0.1624,0.0415,0.0268,0.1614,0.0064,0.2812,0.0517,9.107711374,57.95438583
3M54223,Intervention,LPG,Intervention,0.0771,0.4829,0.2126,0.4779,0.456,0.1782,0.0111,0.0038,0.1782,0.0031,0.1638,0.0835,6.247838561,39.5905062
3M54224,Control,Biomass,Control,0.0561,0.0561,0.0897,0.4593,0.5413,0.1974,0.0254,0.0068,0.1655,0.0082,0.2356,0.0517,9.107711374,57.95438583
3M54234,Control,Biomass,Control,0.1063,0.3598,0.0088,0.3726,0.2588,0.2506,0.0111,0.0173,0.0438,0.0046,0.0678,0.0517,2.674959717,20.34717872
3M54239,Control,Biomass,Control,0.0745,0.4137,0.0568,0.4893,1.1151,0.1675,0.0111,0.0038,0.0946,0.0031,1.2912,0.0517,14.31808529,125.5540903
3M54243,Control,Biomass,Control,0.134,0.4237,0.3026,0.6113,3.0839,0.3333,0.0111,0.0173,0.1087,0.0031,6.8449,0.0517,18.86550468,197.0382171
3M54244,Intervention,LPG,Intervention,0.053900000000000003,0.3822,0.0088,0.3711,0.1726,0.0296,0.023,0.0038,0.0389,0.0265,0.015,0.0517,2.579840166,17.79568774
3M54248,Intervention,LPG,Intervention,0.055,0.5141,0.0962,0.4442,0.3163,0.0979,0.0254,0.0038,0.1355,0.0413,0.0623,0.0517,5.361049851,32.31532925
3M54257,Control,Biomass,Control,0.1593,0.4876,0.4429,0.6421,2.3424,0.7674,0.0506,0.0535,0.3017,0.0031,3.6434,0.0517,15.76778465,248.2799005
3M54263,Intervention,LPG,Intervention,0.0594,0.4027,0.0088,0.1801,0.1958,0.0986,0.0111,0.0108,0.0689,0.0031,0.0528,0.0517,2.692797895,22.89261436
3M54266,Intervention,LPG,Intervention,0.0628,0.4244,0.463,0.2403,0.4253,0.0466,0.0276,0.0173,0.0689,0.032,0.2396,0.0979,4.151767151,25.64542961
3M54270,Control,Biomass,Control,0.1191,1.3356,2.0511,0.3231,1.1467,0.2672,0.0603,0.0093,0.4222,0.0173,2.3961,0.1456,18.00484876,266.3229755
3M54276,Intervention,LPG,Intervention,0.0665,0.7263,0.4436,0.1757,0.2465,0.112,0.0111,0.0188,0.1614,0.0338,0.1368,0.0517,2.630476205,24.15069841
