filter_id,Mg,Al,Si,S,K,Ca,Ti,Mn,Fe,Zn,Cl,Na,BC,PM25,arm,fueltype,group
3M50038,0.0068,0.0164,0.0104,0.0107,0.0302,0.0118,0.0132,0.0046,0.0121,0.0037,0.0318,0.01,3.2025,4.807,Control,Biomass,Baseline
3M50039,0.0106,0.0377,0.0601,0.0216,0.0837,0.0529,0.0097,0.0056,0.0239,0.0088,0.0708,0.0148,1.059,6.0989,Intervention,Biomass,Baseline
3M50040,0.0112,0.009,0.0202,0.0269,0.1564,0.0529,0.0085,0.0043,0.0164,0.0075,0.2208,0.0115,3.8757,14.9144,Control,Biomass,Baseline
3M50046,0.0172,0.1335,0.1539,0.0192,0.1483,0.0473,0.0165,0.0077,0.0765,0.0037,0.2451,0.013,1.6593,8.4226,Control,Biomass,Baseline
3M50080,0.0101,0.0161,0.0708,0.0395,0.064,0.0868,0.0078,0.0046,0.0169,0.0037,0.1082,0.061,2.0031,5.4689,Intervention,Biomass,Baseline
3M50107,0.0047,0.009,0.0104,0.0133,0.0712,0.0076,0.0132,0.0032,0.0087,0.0037,0.0994,0.0102,1.0923,7.0293,Control,Biomass,Control
3M50113,0.0147,0.009,0.0074,0.0234,0.1614,0.0322,0.0056,0.0049,0.0176,0.0073,0.2553,0.0127,3.4031,8.0389,Intervention,Biomass,Baseline
3M50148,0.0164,0.0644,0.173,0.0229,0.1399,0.0578,0.0171,0.0082,0.0566,0.0112,0.2361,0.0178,0.1764,7.2994,Control,Biomass,Control
3M50150,0.0065,0.0258,0.0554,0.009,0.0376,0.0373,0.0113,0.0075,0.045,0.0037,0.0297,0.0103,1.9738,4.7293,Intervention,LPG,Intervention
3M50188,0.0037,0.009,0.0104,0.0047,0.0178,0.009,0.0132,0.0032,0.0079,0.0037,0.0171,0.061,0.1921,4.9822,Intervention,Biomass,Baseline
3M50190,0.0049,0.0132,0.0104,0.0136,0.0527,0.0111,0.0132,0.0046,0.0079,0.0037,0.073,0.061,0.7378,5.845,Control,Biomass,Control
3M50193,0.007,0.0246,0.0147,0.0152,0.0854,0.0151,0.0088,0.0061,0.0164,0.0037,0.109,0.061,5.0799,5.9004,Control,Biomass,Control
3M50212,0.0068,0.0456,0.0509,0.0324,0.0304,0.0178,0.0099,0.0052,0.0248,0.0088,0.0217,0.061,1.451,4.8578,Control,Biomass,Baseline
3M50727,0.0127,0.0565,0.1163,0.0208,0.1481,0.0796,0.0139,0.0092,0.0437,0.0116,0.485,0.061,1.7582,10.341,Control,Biomass,Baseline
3M50733,0.0102,0.0787,0.1569,0.0398,0.1874,0.0702,0.0191,0.0126,0.0693,0.0114,0.2137,0.011,2.6959,21.1072,Control,Biomass,Control
3M50755,0.0075,0.0077,0.0102,0.0404,0.2971,0.0367,0.0132,0.0061,0.016,0.0037,0.789,0.061,2.424,16.3594,Intervention,Biomass,Baseline
3M50757,0.0078,0.0194,0.0515,0.0194,0.0811,0.0364,0.0089,0.008,0.0276,0.0105,0.0958,0.0111,1.9752,5.1773,Control,Biomass,Control
3M50775,0.0038,0.009,0.0124,0.0211,0.0291,0.0167,0.0082,0.0051,0.0226,0.0082,0.0182,0.061,0.3998,4.7783,Intervention,LPG,Intervention
3M50783,0.0063,0.009,0.0104,0.0299,0.1033,0.0162,0.0132,0.0053,0.0077,0.0037,0.2135,0.0097,2.2486,6.7608,Intervention,Biomass,Baseline
3M50786,0.0037,0.005,0.0075,0.022,0.0142,0.0131,0.0068,0.0046,0.0122,0.0091,0.0124,0.061,1.8832,4.7295,Intervention,LPG,Intervention
3M50794,0.0053,0.0274,0.0054,0.0139,0.0171,0.0086,0.0081,0.0046,0.0129,0.0037,0.0123,0.0088,0.2007,4.7077,Intervention,LPG,Intervention
3M50813,0.0074,0.0257,0.0104,0.0131,0.0469,0.0239,0.0132,0.0046,0.0061,0.0037,0.0433,0.061,2.0144,5.0197,Intervention,LPG,Intervention
3M50821,0.0072,0.0222,0.0138,0.0186,0.0532,0.0144,0.0073,0.0046,0.0132,0.0078,0.0489,0.0134,1.16,4.8444,Control,Biomass,Control
3M50824,0.0083,0.0058,0.0104,0.0379,0.1689,0.0521,0.0078,0.0046,0.0155,0.0037,0.3873,0.0113,1.7299,17.0743,Control,Biomass,Control
3M50825,0.0058,0.028,0.0675,0.0168,0.032,0.0184,0.0134,0.0093,0.0445,0.009,0.0306,0.0121,0.4583,4.7697,Intervention,LPG,Intervention
3M50829,0.0136,0.0219,0.0794,0.0467,0.3083,0.072,0.0115,0.0091,0.0286,0.011,0.7452,0.012,2.8468,14.4126,Intervention,Biomass,Baseline
3M50833,0.004,0.009,0.0104,0.0195,0.0337,0.0075,0.0071,0.0056,0.0139,0.0086,0.0229,0.0118,0.2888,4.6762,Intervention,LPG,Intervention
3M50871,0.0079,0.009,0.0104,0.0627,0.56,0.0128,0.0062,0.0036,0.0075,0.0104,0.7554,0.061,2.3488,18.7669,Control,Biomass,Control
3M50876,0.0061,0.0061,0.0268,0.0325,0.2604,0.03,0.0132,0.0072,0.009,0.0095,0.6055,0.061,1.1657,11.5423,Control,Biomass,Control
3M50877,0.0112,0.0312,0.0693,0.0244,0.0825,0.0372,0.0086,0.0046,0.0104,0.0037,0.0434,0.0157,2.4105,6.5352,Control,Biomass,Control
3M50888,0.0081,0.0276,0.0098,0.0108,0.0615,0.0168,0.0132,0.0046,0.0147,0.0037,0.0891,0.061,1.4312,6.3055,Control,Biomass,Control
3M50889,0.0097,0.037,0.0299,0.0112,0.0404,0.0309,0.0132,0.0061,0.0172,0.0037,0.0288,0.061,0.2012,4.7685,Control,Biomass,Control
3M50890,0.007,0.0292,0.0126,0.0179,0.0566,0.0108,0.0132,0.0046,0.0146,0.0037,0.0676,0.0093,1.2852,5.4536,Control,Biomass,Control
3M50924,0.0056,0.009,0.0104,0.0158,0.0426,0.0158,0.0132,0.0046,0.0128,0.0037,0.0462,0.0111,1.2777,5.3139,Control,Biomass,Baseline
3M50927,0.0079,0.0377,0.097,0.0193,0.0305,0.0325,0.0101,0.0056,0.0384,0.0037,0.0576,0.0175,2.0795,5.1674,Intervention,LPG,Intervention
3M50986,0.0059,0.0119,0.0582,0.0228,0.0933,0.0267,0.0073,0.0069,0.0187,0.0037,0.1901,0.061,1.1878,9.6731,Control,Biomass,Control
3M50987,0.004,0.0188,0.0268,0.016,0.0264,0.0135,0.0132,0.0073,0.0271,0.0088,0.0353,0.061,1.2349,4.6763,Intervention,LPG,Intervention
3M50995,0.0054,0.027,0.0442,0.043,0.0252,0.012,0.0132,0.0094,0.0088,0.0165,0.0347,0.061,2.9161,7.8795,Control,Biomass,Control
3M50998,0.009,0.0447,0.0571,0.0514,0.1436,0.0227,0.0082,0.0062,0.0227,0.0037,0.2402,0.013,1.4455,10.5996,Control,Biomass,Baseline
3M51000,0.01,0.0564,0.0324,0.0169,0.0287,0.0176,0.0097,0.0067,0.0309,0.0037,0.0472,0.02,1.0635,4.6766,Intervention,LPG,Intervention
3M51014,0.012,0.0424,0.0642,0.0275,0.0907,0.04,0.0074,0.0046,0.0171,0.0095,0.1421,0.0248,1.9407,6.765,Intervention,LPG,Intervention
3M51018,0.0086,0.0353,0.0228,0.0725,0.1783,0.0299,0.0132,0.0046,0.0175,0.0037,0.2566,0.061,3.6495,10.9489,Intervention,Biomass,Baseline
3M51026,0.0156,0.0516,0.0395,0.0179,0.0527,0.0403,0.0096,0.0098,0.0301,0.0097,0.0821,0.0196,1.5041,6.5033,Control,Biomass,Control
3M51036,0.0072,0.0654,0.0987,0.035,0.0425,0.02,0.0125,0.0071,0.0466,0.0096,0.0782,0.0168,1.5274,5.2342,Intervention,LPG,Intervention
3M51073,0.0075,0.0075,0.0286,0.0098,0.0239,0.0367,0.0132,0.0049,0.0165,0.0088,0.0323,0.0157,0.7928,4.6769,Intervention,LPG,Intervention
3M51077,0.0129,0.0276,0.0596,0.0153,0.1582,0.055,0.0097,0.0082,0.0265,0.0037,0.2294,0.061,3.1608,10.0894,Intervention,Biomass,Baseline
3M51083,0.0152,0.0584,0.1982,0.0142,0.0775,0.0722,0.0144,0.007,0.0369,0.0037,0.0668,0.0147,1.4959,5.1988,Intervention,Biomass,Baseline
3M51092,0.0053,0.0222,0.0558,0.0353,0.0433,0.0172,0.0093,0.0054,0.0255,0.0112,0.0319,0.0114,1.5328,5.0792,Intervention,LPG,Intervention
3M51094,0.0093,0.0524,0.1126,0.029,0.0779,0.054,0.0117,0.0116,0.0409,0.0112,0.1021,0.0138,1.7006,5.5893,Control,Biomass,Control
3M51102,0.0209,0.0223,0.031,0.0271,0.0643,0.0194,0.0095,0.0061,0.0249,0.0093,0.1182,0.0097,1.3361,5.9135,Control,Biomass,Control
3M51112,0.011,0.1097,0.1659,0.0191,0.0394,0.027,0.0148,0.0087,0.0509,0.011,0.0361,0.0109,1.3779,4.7956,Intervention,LPG,Intervention
3M51114,0.022,0.0814,0.0745,0.0327,0.1462,0.1091,0.0103,0.0064,0.0655,0.0037,0.2246,0.0119,1.9696,9.586,Control,Biomass,Baseline
3M51125,0.0107,0.0386,0.0152,0.0149,0.0292,0.03,0.0087,0.0066,0.0184,0.0108,0.0306,0.061,0.8621,4.8065,Control,Biomass,Baseline
3M51129,0.0098,0.0888,0.1406,0.0475,0.3022,0.0427,0.0136,0.0097,0.0635,0.0108,0.8103,0.061,2.0177,24.9366,Control,Biomass,Control
3M51130,0.0081,0.0188,0.027,0.0347,0.049,0.0147,0.0077,0.006,0.0276,0.0037,0.0267,0.0101,1.6339,4.9953,Intervention,LPG,Intervention
3M51139,0.0063,0.0412,0.0706,0.0419,0.2248,0.0333,0.0108,0.009,0.0437,0.0037,0.3815,0.061,4.0779,6.9332,Control,Biomass,Baseline
3M51144,0.0136,0.0437,0.1394,0.037,0.058,0.0356,0.0147,0.011,0.0391,0.0037,0.0795,0.033,1.2491,5.2138,Control,Biomass,Control
3M51146,0.0106,0.0066,0.0149,0.0428,0.0948,0.0294,0.0074,0.0054,0.0134,0.0109,0.1053,0.0238,1.962,5.8342,Control,Biomass,Control
3M51164,0.0089,0.0496,0.0728,0.0301,0.1395,0.0402,0.0103,0.0069,0.0398,0.0037,0.176,0.0153,2.452,6.6175,Control,Biomass,Control
3M51187,0.0094,0.0418,0.0287,0.0206,0.0801,0.0273,0.0088,0.0066,0.0181,0.0037,0.1157,0.011,1.8752,16.6525,Intervention,Biomass,Baseline
3M51188,0.0082,0.0455,0.0333,0.013,0.026,0.0152,0.0132,0.0059,0.0183,0.0107,0.0347,0.0185,2.1338,4.6807,Intervention,LPG,Intervention
3M51198,0.0093,0.0483,0.0394,0.0161,0.0744,0.0254,0.0084,0.0106,0.0226,0.0037,0.139,0.0109,2.5545,5.349,Control,Biomass,Control
3M51199,0.0116,0.0256,0.0165,0.0231,0.0293,0.0114,0.006,0.0046,0.0098,0.0092,0.0269,0.0269,1.5939,4.7105,Intervention,LPG,Intervention
3M51202,0.013,0.0673,0.1116,0.0228,0.0312,0.0217,0.0126,0.0095,0.0536,0.0037,0.0447,0.0354,1.4011,4.7946,Intervention,LPG,Intervention
3M51253,0.0042,0.0076,0.0044,0.0203,0.2277,0.0102,0.0059,0.0059,0.0125,0.0081,0.4129,0.061,2.6805,7.5111,Control,Biomass,Control
3M51270,0.005,0.009,0.0062,0.0679,0.3825,0.0349,0.0132,0.0052,0.0099,0.0119,1.2758,0.061,1.5737,28.1609,Intervention,Biomass,Baseline
3M51273,0.0221,0.1082,0.1798,0.074,0.4429,0.0979,0.0174,0.0109,0.068,0.0037,0.681,0.013,1.1782,21.0016,Control,Biomass,Baseline
3M51278,0.0087,0.0145,0.0367,0.0609,0.5713,0.0366,0.0096,0.0085,0.0205,0.0088,1.3691,0.061,2.5042,31.96,Control,Biomass,Control
3M51280,0.0038,0.009,0.008,0.0112,0.024,0.0093,0.0132,0.0046,0.0073,0.0037,0.0176,0.061,1.1671,4.6832,Intervention,LPG,Intervention
3M51284,0.0083,0.0093,0.0104,0.016,0.0905,0.0192,0.0132,0.0044,0.0144,0.0037,0.1364,0.061,2.356,7.1342,Control,Biomass,Control
3M51291,0.0134,0.1117,0.1413,0.0228,0.1442,0.0943,0.0161,0.0114,0.075,0.0108,0.3036,0.061,1.4532,14.1454,Control,Biomass,Baseline
3M51307,0.0086,0.0291,0.0111,0.0244,0.0804,0.0223,0.0132,0.0046,0.0108,0.0037,0.1104,0.061,2.3724,6.1453,Control,Biomass,Control
3M51310,0.0144,0.0751,0.0691,0.0303,0.0745,0.0678,0.014,0.0054,0.0562,0.0099,0.1182,0.014,2.102,5.9229,Intervention,LPG,Intervention
3M51312,0.0045,0.0091,0.0309,0.0176,0.0195,0.017,0.0081,0.0061,0.0228,0.0037,0.0143,0.061,0.7363,4.6825,Intervention,LPG,Intervention
3M51314,0.0097,0.006,0.0121,0.0185,0.022,0.0535,0.0132,0.0046,0.0099,0.0037,0.0294,0.0094,1.0931,4.6819,Intervention,LPG,Intervention
3M51322,0.0151,0.1542,0.2435,0.0408,0.2925,0.0607,0.018,0.0082,0.0827,0.0125,0.5705,0.0136,2.5408,12.5549,Control,Biomass,Baseline
3M51328,0.0042,0.0064,0.0114,0.0213,0.0611,0.0102,0.0071,0.0043,0.0149,0.0037,0.0429,0.061,1.4253,5.3202,Control,Biomass,Control
3M51332,0.0228,0.1735,0.2999,0.0484,0.1594,0.0649,0.0135,0.0065,0.0769,0.0126,0.3131,0.013,2.1859,11.2199,Intervention,Biomass,Baseline
3M51338,0.0068,0.0419,0.0864,0.029,0.0519,0.0165,0.009,0.0056,0.0239,0.0082,0.0243,0.016,1.5985,4.9155,Intervention,LPG,Intervention
3M51353,0.0065,0.0393,0.0208,0.0335,0.024,0.0091,0.0132,0.0046,0.0145,0.0037,0.0123,0.0116,1.4473,4.7411,Intervention,LPG,Intervention
3M51356,0.0084,0.0625,0.0814,0.0494,0.3744,0.0233,0.0133,0.0062,0.0417,0.0104,0.8265,0.061,1.5862,16.773,Control,Biomass,Control
3M51359,0.0123,0.0421,0.0483,0.0492,0.0184,0.0333,0.0132,0.0046,0.0117,0.0037,0.0179,0.0143,0.9646,4.8828,Intervention,LPG,Intervention
3M51366,0.0075,0.0427,0.0591,0.0523,0.0295,0.0217,0.0107,0.005,0.0256,0.0101,0.0187,0.0147,1.0803,4.8369,Intervention,LPG,Intervention
3M51377,0.006,0.0159,0.018,0.0358,0.025,0.0078,0.0074,0.0037,0.0211,0.0037,0.012,0.0131,1.104,4.7338,Control,Biomass,Control
3M51385,0.009,0.1005,0.1192,0.0465,0.0515,0.025,0.0116,0.0067,0.0546,0.0098,0.0373,0.0165,1.4366,4.9711,Intervention,LPG,Intervention
3M51400,0.0054,0.0233,0.0483,0.0414,0.0343,0.0195,0.0072,0.0059,0.022,0.0092,0.0205,0.0127,1.4253,4.9405,Intervention,LPG,Intervention
3M51406,0.0069,0.0336,0.089,0.0477,0.0407,0.023,0.0102,0.0054,0.0274,0.0101,0.0174,0.0197,1.4135,4.7844,Intervention,LPG,Intervention
3M51408,0.0173,0.0737,0.1434,0.0602,0.1048,0.0627,0.0149,0.009,0.0563,0.0108,0.1545,0.0162,1.8595,14.9677,Control,Biomass,Control
3M51418,0.0137,0.0236,0.0541,0.0379,0.1173,0.0472,0.0096,0.0057,0.0227,0.0095,0.1691,0.0151,1.8437,5.845,Intervention,LPG,Intervention
3M51456,0.0131,0.0593,0.088,0.033,0.023,0.059,0.0127,0.0046,0.0286,0.0037,0.0408,0.0221,1.2041,4.8195,Control,Biomass,Control
3M51466,0.0107,0.0504,0.0605,0.0369,0.0773,0.0242,0.0073,0.0052,0.0178,0.0077,0.1504,0.0144,1.3328,7.9455,Control,Biomass,Baseline
3M51467,0.0079,0.009,0.0104,0.004,0.0024,0.006,0.0132,0.0046,0.0066,0.0086,0.0046,0.061,1.0963,5.2622,Intervention,LPG,Intervention
3M51469,0.0123,0.0498,0.0724,0.0313,0.0263,0.0155,0.0094,0.0046,0.0155,0.0037,0.0223,0.0244,0.4073,4.6802,Intervention,LPG,Intervention
3M51478,0.0119,0.0557,0.072,0.0416,0.0836,0.0213,0.0112,0.0052,0.0189,0.0106,0.1722,0.0186,1.6387,7.9455,Control,Biomass,Baseline
3M51486,0.0068,0.0571,0.0346,0.0153,0.0343,0.008,0.008,0.0046,0.0238,0.0037,0.0273,0.0106,1.911,4.8944,Intervention,LPG,Intervention
3M51500,0.0038,0.009,0.0145,0.015,0.0311,0.0204,0.0132,0.0061,0.0273,0.0037,0.028,0.0094,1.1811,4.7411,Control,Biomass,Control
3M51510,0.0071,0.0741,0.1007,0.0823,0.0511,0.0131,0.0144,0.0059,0.054,0.0037,0.0161,0.0165,0.8793,4.9442,Intervention,LPG,Intervention
3M51532,0.0139,0.0545,0.1731,0.0902,0.0754,0.0982,0.0163,0.005,0.0442,0.0124,0.042,0.0286,1.0852,5.0847,Intervention,LPG,Intervention
3M51551,0.0128,0.0887,0.1646,0.0528,0.0457,0.0279,0.0139,0.011,0.0753,0.0092,0.0211,0.0329,0.6766,5.4102,Intervention,LPG,Intervention
3M51600,0.0166,0.0837,0.2179,0.0384,0.1039,0.0514,0.0149,0.0098,0.0445,0.0037,0.0948,0.0376,1.3435,6.0788,Control,Biomass,Baseline
3M51612,0.032,0.0405,0.0253,0.0247,0.0802,0.0381,0.0132,0.0052,0.0255,0.0037,0.0765,0.0163,1.2294,5.6255,Control,Biomass,Baseline
3M51617,0.0118,0.0883,0.1098,0.0312,0.0932,0.0257,0.0126,0.0106,0.0479,0.0037,0.0813,0.0215,1.4749,7.028,Control,Biomass,Baseline
3M51618,0.0181,0.0438,0.0348,0.039,0.1655,0.0399,0.008,0.0076,0.0233,0.0103,0.2214,0.0182,1.8033,7.6914,Control,Biomass,Control
3M51632,0.0145,0.0565,0.1246,0.0369,0.059,0.0222,0.0132,0.0058,0.0206,0.0099,0.0257,0.0254,1.5202,4.9662,Intervention,LPG,Intervention
3M51658,0.013,0.0566,0.0476,0.0207,0.0405,0.0353,0.0097,0.0059,0.0316,0.0037,0.067,0.0154,1.5548,5.3558,Intervention,Biomass,Baseline
3M51661,0.0092,0.0478,0.0862,0.0192,0.0467,0.0193,0.0132,0.0045,0.0337,0.0037,0.0565,0.0226,1.3648,5.5468,Control,Biomass,Control
3M51662,0.0104,0.0189,0.0488,0.0586,0.1527,0.0258,0.0132,0.0048,0.0206,0.0084,0.0897,0.0296,1.792,5.5508,Intervention,LPG,Intervention
3M51665,0.009,0.0432,0.082,0.08,0.4052,0.0364,0.0107,0.007,0.0259,0.0125,0.2687,0.012,1.9265,39.2894,Intervention,Biomass,Baseline
3M51672,0.0086,0.0068,0.0109,0.0411,0.0781,0.0233,0.0063,0.005,0.0169,0.0097,0.081,0.0221,1.3165,5.5848,Control,Biomass,Control
3M51678,0.0059,0.0188,0.0273,0.0524,0.4742,0.0171,0.0099,0.0046,0.0221,0.011,1.1341,0.061,1.376,33.0718,Intervention,Biomass,Baseline
3M51684,0.0182,0.126,0.2306,0.0479,0.3934,0.0769,0.0182,0.0093,0.0607,0.0037,1.0633,0.0178,1.4193,13.7617,Control,Biomass,Control
3M51685,0.0133,0.0523,0.0805,0.0316,0.0549,0.041,0.0134,0.0077,0.0322,0.028,0.058,0.0308,1.0527,6.5872,Control,Biomass,Baseline
3M51688,0.014,0.0687,0.0643,0.0287,0.024,0.0304,0.0109,0.0075,0.0327,0.0037,0.0182,0.0327,0.4548,4.7666,Intervention,LPG,Intervention
3M51689,0.0225,0.1636,0.2288,0.0359,0.1212,0.0739,0.022,0.0087,0.10780000000000001,0.0037,0.2059,0.0309,1.2428,6.9793,Intervention,LPG,Intervention
3M51690,0.0067,0.038,0.0125,0.0197,0.0181,0.0078,0.0132,0.0047,0.0148,0.0037,0.0122,0.0128,0.5906,4.8387,Intervention,LPG,Intervention
3M51691,0.0092,0.0545,0.103,0.0372,0.0509,0.0336,0.0126,0.0073,0.05,0.009,0.0222,0.0215,0.8913,4.9741,Intervention,LPG,Intervention
3M51694,0.005,0.0094,0.0211,0.0212,0.0222,0.0085,0.0132,0.0046,0.0183,0.0037,0.0127,0.0175,0.5401,4.7473,Intervention,LPG,Intervention
3M51695,0.0064,0.028,0.0351,0.0217,0.0161,0.0092,0.0091,0.0072,0.0282,0.0094,0.0115,0.0224,0.3919,4.7654,Intervention,LPG,Intervention
3M51698,0.0123,0.0459,0.1298,0.0464,0.1221,0.0354,0.0125,0.0056,0.0448,0.0085,0.0841,0.0276,1.6352,6.6095,Control,Biomass,Control
3M51705,0.0111,0.1357,0.2227,0.0358,0.1835,0.0308,0.0167,0.0129,0.0863,0.0102,0.2783,0.0229,1.4856,13.6301,Control,Biomass,Baseline
3M51711,0.0078,0.0239,0.0325,0.0323,0.0366,0.0115,0.0085,0.0074,0.0234,0.0037,0.0199,0.0248,1.1288,4.9798,Intervention,Biomass,Baseline
3M51728,0.0108,0.0536,0.1144,0.0547,0.2133,0.0294,0.0124,0.0046,0.0339,0.011,0.2857,0.0133,1.8285,11.7097,Control,Biomass,Control
3M51743,0.008,0.0592,0.0546,0.0344,0.0842,0.0134,0.01,0.0046,0.027,0.0096,0.14,0.0125,1.1775,7.1999,Control,Biomass,Control
3M51747,0.012,0.0398,0.0741,0.0335,0.0627,0.0337,0.0077,0.0034,0.0148,0.0037,0.0526,0.0156,1.4387,6.0051,Control,Biomass,Control
3M51751,0.0155,0.0636,0.1857,0.0853,0.0868,0.0907,0.0093,0.0058,0.0318,0.0037,0.0652,0.0164,1.5714,7.308,Intervention,Biomass,Baseline
