filter_id,Mg,Al,Si,S,K,Ca,Ti,Mn,Fe,Zn,Cl,Na,BC,PM25,arm,fueltype,group
3M53653,0.0058,0.0333,0.0104,0.0109,0.0578,0.0072,0.0132,0.009,0.0137,0.0037,0.0603,0.061,2.3634,5.2759,Intervention,LPG,Intervention
3M53659,0.0058,0.0255,0.006,0.0242,0.123,0.0162,0.0132,0.0113,0.035,0.0037,0.1723,0.061,2.4,14.6357,Control,Biomass,Control
3M53660,0.0089,0.0324,0.0055,0.0179,0.0789,0.0301,0.0132,0.0112,0.0137,0.0183,0.0861,0.061,2.2701,6.1435,Control,Biomass,Control
3M53661,0.0058,0.0517,0.0204,0.0082,0.0172,0.0075,0.0132,0.0046,0.0177,0.0219,0.0286,0.061,1.8894,4.6877,Intervention,LPG,Intervention
3M53662,0.0107,0.084,0.1113,0.0198,0.0355,0.0229,0.016,0.0102,0.0354,0.0037,0.0333,0.0148,1.9069,4.9803,Intervention,LPG,Intervention
3M53664,0.0089,0.0896,0.0803,0.0175,0.0244,0.0307,0.0131,0.0088,0.041,0.015,0.0205,0.0127,0.8834,4.8225,Intervention,LPG,Intervention
3M53674,0.0092,0.0389,0.0095,0.0226,0.1316,0.0148,0.0132,0.0046,0.0132,0.0177,0.1704,0.0117,3.9984,6.2515,Control,Biomass,Control
3M53675,0.0066,0.0415,0.006,0.0147,0.0327,0.0099,0.0132,0.007,0.0162,0.0183,0.0197,0.0089,4.1294,5.0483,Intervention,LPG,Intervention
3M53676,0.0067,0.0389,0.0082,0.0195,0.0855,0.0068,0.0132,0.0046,0.0149,0.0183,0.1075,0.0109,1.3676,5.0179,Intervention,LPG,Intervention
3M53686,0.0063,0.0407,0.0104,0.0342,0.0294,0.0086,0.0132,0.0046,0.011,0.0181,0.016,0.061,0.9125,4.7673,Intervention,LPG,Intervention
3M53697,0.0063,0.0403,0.0112,0.0299,0.0261,0.0201,0.0151,0.0086,0.0172,0.0201,0.0223,0.061,2.5103,5.6438,Intervention,LPG,Intervention
3M53698,0.0111,0.0636,0.0532,0.0428,0.1158,0.0339,0.0178,0.0117,0.0343,0.0037,0.1542,0.061,2.0177,11.528,Control,Biomass,Control
3M53699,0.0059,0.0339,0.0032,0.0397,0.0155,0.0106,0.0132,0.0046,0.0096,0.0037,0.0096,0.061,3.4867,4.7849,Intervention,LPG,Intervention
3M53702,0.0087,0.0437,0.0201,0.0404,0.0551,0.0498,0.0164,0.0107,0.0163,0.0202,0.0392,0.0097,2.1866,5.9323,Control,Biomass,Control
3M53703,0.0078,0.0568,0.0268,0.0373,0.0483,0.0153,0.0169,0.0106,0.0233,0.0205,0.0316,0.061,2.1333,5.2019,Intervention,LPG,Intervention
3M53714,0.0158,0.0545,0.0416,0.0403,0.0915,0.0449,0.0152,0.0099,0.0213,0.0037,0.1297,0.061,1.6747,11.3482,Control,Biomass,Control
3M53716,0.0095,0.0086,0.0238,0.039,0.0866,0.0396,0.0093,0.0062,0.0171,0.0037,0.1235,0.061,4.1123,11.3482,Control,Biomass,Control
3M53722,0.0091,0.0331,0.0108,0.0389,0.1313,0.0329,0.0132,0.0103,0.0127,0.0181,0.1452,0.061,2.6097,13.2212,Control,Biomass,Control
3M53728,0.0044,0.0263,0.0104,0.0277,0.0418,0.0062,0.0132,0.0046,0.0104,0.0037,0.0178,0.061,2.0878,5.0388,Control,Biomass,Control
3M53742,0.0083,0.0573,0.0556,0.0187,0.0158,0.022,0.0178,0.0117,0.0281,0.0037,0.014,0.061,3.9733,4.8005,Intervention,LPG,Intervention
3M53757,0.0057,0.0323,0.0104,0.0321,0.1821,0.0098,0.0132,0.0093,0.0126,0.0037,0.2608,0.061,2.8458,6.9686,Control,Biomass,Control
3M53765,0.0056,0.0332,0.0104,0.0118,0.039,0.0112,0.0132,0.0046,0.0132,0.0037,0.0381,0.061,0.8007,4.6823,Intervention,LPG,Intervention
3M53775,0.0048,0.0424,0.0108,0.0137,0.0123,0.0063,0.016,0.0079,0.0139,0.0037,0.0125,0.061,0.716,4.736,Intervention,LPG,Intervention
3M53779,0.0069,0.04,0.0197,0.016,0.0175,0.0105,0.0132,0.0046,0.0137,0.0037,0.0139,0.0089,2.9052,5.5438,Intervention,LPG,Intervention
3M53790,0.014,0.0759,0.0996,0.0256,0.0965,0.0368,0.0132,0.0104,0.0325,0.0226,0.224,0.0147,1.9209,10.4036,Control,Biomass,Control
3M53795,0.0052,0.0384,0.013,0.0133,0.0112,0.0161,0.0173,0.0101,0.0168,0.0037,0.0106,0.061,0.9216,4.7331,Intervention,LPG,Intervention
3M53796,0.0042,0.0165,0.0348,0.0143,0.0128,0.0213,0.0106,0.0059,0.0246,0.0084,0.0107,0.061,0.4392,4.7331,Intervention,LPG,Intervention
3M53797,0.0062,0.0377,0.0354,0.0281,0.097,0.0132,0.0147,0.0077,0.0144,0.0037,0.1009,0.061,1.5561,8.1147,Control,Biomass,Control
3M53798,0.0051,0.0353,0.0036,0.0112,0.0103,0.007,0.0134,0.0079,0.0132,0.0183,0.0102,0.061,0.5207,4.6809,Intervention,LPG,Intervention
3M53800,0.0151,0.0561,0.0418,0.0242,0.1967,0.0286,0.0184,0.0106,0.0342,0.022,0.5707,0.061,1.9166,13.8518,Control,Biomass,Control
3M53802,0.0051,0.0408,0.0049,0.0151,0.0076,0.0079,0.0132,0.0046,0.0123,0.0037,0.0046,0.061,0.585,4.6876,Intervention,LPG,Intervention
3M53807,0.0081,0.0477,0.0295,0.0445,0.0827,0.0192,0.0164,0.011,0.017,0.0037,0.102,0.061,1.5435,9.4159,Intervention,LPG,Intervention
3M53808,0.0074,0.0269,0.0104,0.0221,0.0808,0.0155,0.0132,0.0046,0.0094,0.0037,0.0918,0.061,1.4569,6.282,Control,Biomass,Baseline
3M53810,0.0079,0.0366,0.0106,0.0297,0.0652,0.0233,0.0132,0.0088,0.0129,0.0037,0.1213,0.061,1.2966,9.8675,Control,Biomass,Control
3M53811,0.0067,0.0382,0.0092,0.0162,0.1043,0.0196,0.0158,0.0104,0.0149,0.0183,0.2017,0.061,2.0071,10.8195,Control,Biomass,Control
3M53813,0.0051,0.0266,0.0104,0.0236,0.033,0.0074,0.0132,0.0046,0.0111,0.0037,0.0197,0.061,1.3264,5.3085,Control,Biomass,Control
3M53816,0.0363,0.0555,0.0508,0.0278,0.0385,0.0465,0.0151,0.0046,0.0238,0.0037,0.0584,0.0104,1.8531,5.5072,Intervention,LPG,Intervention
3M53817,0.0074,0.0336,0.0255,0.0199,0.0218,0.0151,0.0136,0.0046,0.0123,0.0183,0.0118,0.061,1.1389,4.7252,Control,Biomass,Control
3M53819,0.0098,0.0945,0.1428,0.0155,0.0233,0.0257,0.0169,0.0127,0.0519,0.0037,0.018,0.0105,0.9464,4.7612,Intervention,LPG,Intervention
3M53821,0.0082,0.0408,0.0161,0.0306,0.0329,0.014,0.0148,0.0046,0.0183,0.0201,0.025,0.061,2.69,5.1333,Control,Biomass,Baseline
3M53829,0.0071,0.0654,0.0354,0.0275,0.0422,0.0101,0.0166,0.0046,0.0306,0.0202,0.0186,0.061,2.0054,5.0024,Control,Biomass,Control
3M53831,0.0273,0.0821,0.0946,0.0462,0.1542,0.0712,0.0186,0.0149,0.0355,0.0037,0.2445,0.061,2.8287,11.6276,Control,Biomass,Control
3M53845,0.0059,0.0324,0.0043,0.0199,0.0556,0.0099,0.0144,0.0091,0.0133,0.0037,0.0361,0.061,4.0432,5.313,Control,Biomass,Control
3M53849,0.0083,0.0293,0.0139,0.0267,0.1572,0.0177,0.015,0.0046,0.0162,0.0181,0.1714,0.061,3.3582,6.5612,Control,Biomass,Control
3M53854,0.0132,0.048,0.0299,0.0173,0.049,0.03,0.0151,0.009,0.0172,0.0201,0.0694,0.0139,2.4933,5.4126,Control,Biomass,Control
3M53855,0.0172,0.0485,0.0388,0.0366,0.2899,0.0451,0.016,0.0124,0.0301,0.0202,0.3939,0.061,2.4134,7.8964,Control,Biomass,Control
3M53856,0.0061,0.0431,0.0143,0.0114,0.0093,0.0069,0.0132,0.0088,0.0163,0.0221,0.0101,0.061,0.4508,4.6817,Intervention,LPG,Intervention
3M53861,0.0069,0.0419,0.0088,0.0156,0.0434,0.0129,0.0144,0.0046,0.017,0.0166,0.0347,0.061,2.6269,5.3554,Intervention,LPG,Intervention
3M53864,0.009,0.0416,0.031,0.0205,0.0793,0.0232,0.0132,0.0046,0.0153,0.0172,0.153,0.0099,NA,NA,Intervention,Biomass,Baseline
3M53866,0.0105,0.0609,0.0619,0.0196,0.1209,0.0161,0.0167,0.0101,0.0364,0.0037,0.2378,0.012,4.1041,6.1884,Intervention,Biomass,Baseline
3M53869,0.011,0.0546,0.0407,0.0181,0.0305,0.0186,0.0147,0.0102,0.0248,0.0201,0.0236,0.0151,1.9406,4.8425,Intervention,LPG,Intervention
3M53872,0.0117,0.1051,0.146,0.0247,0.087,0.0261,0.0219,0.0105,0.0576,0.0037,0.1628,0.014,2.744,9.3986,Control,Biomass,Control
3M53877,0.0382,0.0276,0.0104,0.0147,0.1176,0.0724,0.0132,0.0046,0.0137,0.0037,0.1667,0.061,3.0699,7.9241,Intervention,Biomass,Baseline
3M53881,0.0054,0.0381,0.0104,0.0043,0.0233,0.0085,0.0132,0.0097,0.0138,0.0037,0.0188,0.061,1.381,4.6819,Intervention,LPG,Intervention
3M53882,0.006,0.0392,0.0155,0.0043,0.0246,0.0186,0.0132,0.0046,0.0175,0.0202,0.0248,0.061,1.4948,4.7446,Intervention,LPG,Intervention
3M53883,0.0072,0.0373,0.0159,0.0048,0.0209,0.0113,0.0132,0.0046,0.0161,0.0201,0.0175,0.061,0.8729,4.689,Control,Biomass,Control
3M53884,0.0081,0.0302,0.0071,0.0311,0.1529,0.02,0.0129,0.0108,0.0146,0.0183,0.2249,0.061,1.6862,13.8957,Control,Biomass,Control
3M53891,0.0088,0.0328,0.0138,0.0144,0.0975,0.0266,0.0142,0.0101,0.019,0.0172,0.1611,0.061,1.9497,6.9061,Control,Biomass,Control
3M53895,0.0092,0.0373,0.0301,0.0273,0.1703,0.0327,0.0145,0.0084,0.0102,0.0203,0.1426,0.061,1.6194,8.7599,Control,Biomass,Control
3M53905,0.0081,0.0457,0.0228,0.0348,0.0591,0.0166,0.0154,0.0107,0.0179,0.0219,0.0997,0.061,1.723,9.0794,Control,Biomass,Control
3M53907,0.0047,0.0322,0.0104,0.0019,0.0047,0.005,0.0132,0.0046,0.0083,0.0037,0.0046,0.061,0.316,4.6837,Intervention,LPG,Intervention
3M53909,0.0044,0.0303,0.0104,0.0076,0.0079,0.0052,0.0132,0.008,0.0078,0.0037,0.0084,0.061,1.436,4.6823,Intervention,LPG,Intervention
3M53913,0.0121,0.0461,0.0326,0.0395,0.069,0.035,0.0156,0.0123,0.0189,0.0185,0.0896,0.061,3.3839,7.9152,Control,Biomass,Control
3M53921,0.0065,0.0514,0.0338,0.0122,0.0349,0.0199,0.0132,0.009,0.0223,0.0201,0.0306,0.061,2.4046,7.3526,Control,Biomass,Control
3M53926,0.0061,0.0365,0.0066,0.0195,0.0344,0.0086,0.0128,0.0077,0.0149,0.0169,0.017,0.0092,1.2852,5.072,Intervention,LPG,Intervention
3M53927,0.0063,0.0384,0.0172,0.0286,0.017,0.0099,0.0157,0.01,0.0147,0.0037,0.0121,0.061,1.3277,4.7136,Intervention,LPG,Intervention
3M53928,0.0085,0.0327,0.0302,0.0389,0.1979,0.0215,0.017,0.0046,0.0133,0.0221,0.2259,0.061,2.7972,10.9153,Control,Biomass,Control
3M53929,0.0075,0.0398,0.0206,0.0118,0.026,0.0161,0.0153,0.0046,0.0123,0.0037,0.0135,0.061,0.9229,4.7105,Intervention,LPG,Intervention
3M53931,0.0051,0.0299,0.0104,0.008,0.011,0.0087,0.014,0.0098,0.012,0.0037,0.0087,0.061,0.4687,4.6879,Intervention,LPG,Intervention
3M53936,0.0133,0.0614,0.1101,0.0512,0.3144,0.0412,0.0172,0.0103,0.024,0.0202,0.4554,0.061,3.0771,17.2309,Control,Biomass,Control
3M53938,0.0065,0.0442,0.0294,0.0247,0.025,0.0119,0.0173,0.0099,0.0156,0.0183,0.0126,0.061,1.05,5.0921,Intervention,LPG,Intervention
3M53940,0.0087,0.0454,0.0452,0.0185,0.0187,0.0153,0.0153,0.0103,0.0159,0.0202,0.0115,0.0113,0.7813,4.7507,Intervention,LPG,Intervention
3M53941,0.0075,0.0604,0.0483,0.0121,0.0184,0.036,0.0153,0.0102,0.0267,0.0037,0.0185,0.061,0.9006,4.7932,Intervention,LPG,Intervention
3M53951,0.0053,0.0388,0.0032,0.0089,0.0142,0.0163,0.0132,0.0046,0.0127,0.0037,0.0121,0.061,1.0025,4.9821,Intervention,LPG,Intervention
3M53957,0.0054,0.0292,0.0104,0.0149,0.0712,0.0123,0.0158,0.0088,0.0113,0.0037,0.1101,0.061,2.3386,13.0709,Control,Biomass,Control
3M53958,0.0056,0.0429,0.0314,0.0103,0.0128,0.0105,0.0132,0.0046,0.016,0.0202,0.0133,0.061,1.1711,4.6883,Intervention,LPG,Intervention
3M53965,0.0062,0.0367,0.0065,0.0155,0.1068,0.0126,0.0132,0.0046,0.0159,0.0037,0.101,0.061,3.0974,5.912,Control,Biomass,Control
3M53967,0.0041,0.009,0.0104,0.0147,0.0487,0.0133,0.0132,0.003,0.0127,0.0072,0.0233,0.061,1.6833,5.912,Control,Biomass,Control
3M53978,0.0151,0.1042,0.1889,0.019,0.082,0.0455,0.016,0.0098,0.0402,0.0037,0.1223,0.0157,2.4636,8.9141,Control,Biomass,Control
3M53981,0.0079,0.0526,0.0452,0.0131,0.0143,0.014,0.0132,0.0104,0.0225,0.0037,0.0123,0.061,1.2952,4.6888,Intervention,LPG,Intervention
3M53983,0.0057,0.0313,0.0104,0.0149,0.0326,0.0086,0.0152,0.0046,0.0104,0.0037,0.0213,0.061,1.278,4.8692,Intervention,LPG,Intervention
3M53991,0.0065,0.0408,0.0098,0.0162,0.0469,0.0101,0.0162,0.0046,0.0167,0.0184,0.0338,0.061,1.6539,4.8081,Intervention,LPG,Intervention
3M53993,0.005,0.0304,0.0116,0.0153,0.019,0.0071,0.0132,0.0046,0.0106,0.0201,0.012,0.061,2.0551,4.6941,Intervention,LPG,Intervention
3M53997,0.0061,0.0269,0.0104,0.0229,0.0841,0.0111,0.0132,0.0046,0.0126,0.0037,0.1792,0.061,1.6256,7.7111,Control,Biomass,Control
3M54012,0.0055,0.0308,0.0127,0.0118,0.0666,0.0155,0.0157,0.0046,0.0156,0.0037,0.0857,0.061,2.7029,7.0492,Control,Biomass,Baseline
3M54018,0.0046,0.0232,0.0104,0.0097,0.0424,0.0071,0.0132,0.0046,0.0102,0.0183,0.054,0.061,2.4165,5.5879,Control,Biomass,Control
3M54019,0.0056,0.0207,0.0104,0.0233,0.0469,0.0097,0.0132,0.0105,0.0112,0.0201,0.0389,0.061,1.4483,5.5579,Intervention,LPG,Intervention
3M54026,0.0105,0.0516,0.0372,0.0257,0.1182,0.0617,0.0191,0.0106,0.0272,0.0037,0.1863,0.061,2.1916,10.9751,Control,Biomass,Control
3M54029,0.0096,0.0345,0.0215,0.0478,0.497,0.0269,0.0144,0.011,0.0187,0.0037,1.3404,0.061,2.4021,27.659300000000002,Control,Biomass,Control
3M54030,0.008,0.0344,0.0104,0.021,0.1285,0.0169,0.0132,0.0088,0.0153,0.0205,0.1969,0.061,1.4299,7.7301,Control,Biomass,Control
3M54043,0.0066,0.0354,0.0104,0.0132,0.032,0.0123,0.013,0.0046,0.0104,0.0037,0.029,0.061,1.4223,5.3241,Control,Biomass,Control
3M54049,0.0059,0.0401,0.0104,0.0147,0.0275,0.0064,0.0138,0.0046,0.015,0.0037,0.0203,0.061,1.4527,4.9911,Intervention,LPG,Intervention
3M54051,0.0073,0.0773,0.069,0.018,0.0503,0.0215,0.0168,0.0123,0.0324,0.0037,0.0437,0.061,1.8288,5.0734,Intervention,LPG,Intervention
3M54054,0.0115,0.0417,0.0434,0.0385,0.3192,0.0353,0.0156,0.0046,0.0158,0.0201,0.4195,0.061,3.1015,13.6708,Control,Biomass,Control
3M54061,0.0072,0.0722,0.0624,0.0115,0.0151,0.0111,0.0165,0.0046,0.0243,0.0205,0.017,0.013,0.4676,4.786,Intervention,LPG,Intervention
3M54090,0.021,0.0399,0.0098,0.0398,0.304,0.0449,0.018,0.0108,0.0172,0.0183,0.2906,0.0116,1.5337,14.6244,Control,Biomass,Control
3M54098,0.0079,0.0582,0.04,0.0114,0.0202,0.0141,0.0158,0.0079,0.0275,0.017,0.022,0.0108,1.2347,4.7784,Intervention,LPG,Intervention
3M54107,0.0077,0.041,0.0104,0.0076,0.0388,0.0128,0.0132,0.0046,0.0142,0.0203,0.0543,0.061,1.0532,6.1745,Control,Biomass,Control
3M54108,0.0059,0.0313,0.0089,0.009,0.018,0.0103,0.0147,0.0095,0.0169,0.0037,0.017,0.061,0.6552,4.9401,Intervention,LPG,Intervention
3M54111,0.0062,0.0265,0.0104,0.0099,0.0199,0.0081,0.0132,0.0087,0.0094,0.0037,0.0149,0.061,0.6631,4.7117000000000004,Control,Biomass,Control
3M54114,0.0056,0.0287,0.011,0.009,0.0188,0.0139,0.0062,0.0046,0.0155,0.0081,0.0188,0.061,0.8133,4.9401,Intervention,LPG,Intervention
3M54121,0.0061,0.0318,0.0104,0.045,0.1982,0.0084,0.0132,0.0046,0.0124,0.0184,0.1866,0.061,1.4356,6.5283,Control,Biomass,Control
3M54133,0.0077,0.0369,0.0127,0.01,0.0148,0.0156,0.0132,0.0088,0.0107,0.0178,0.0148,0.061,0.5807,4.683,Intervention,LPG,Intervention
3M54138,0.011,0.0566,0.0766,0.012,0.033,0.02,0.0151,0.0079,0.0204,0.0037,0.0396,0.0129,1.1009,4.7423,Control,Biomass,Control
3M54162,0.0099,0.0316,0.0071,0.0431,0.0296,0.0273,0.0132,0.0129,0.0126,0.0037,0.0249,0.061,0.6145,4.7927,Control,Biomass,Control
3M54165,0.0082,0.0439,0.0147,0.0246,0.0227,0.0156,0.0132,0.0046,0.0184,0.0183,0.0148,0.061,0.7087,4.7236,Control,Biomass,Control
3M54166,0.0084,0.0386,0.0217,0.0455,0.0905,0.0284,0.0154,0.0107,0.0253,0.0037,0.1559,0.061,1.5802,10.2726,Control,Biomass,Control
3M54169,0.0048,0.0327,0.0104,0.0159,0.006,0.0067,0.0132,0.0046,0.0066,0.0037,0.0106,0.061,0.2832,4.6891,Intervention,LPG,Intervention
3M54171,0.0072,0.0367,0.0233,0.0524,0.2006,0.017,0.0132,0.0103,0.016,0.0037,0.378,0.061,1.6511,11.1249,Control,Biomass,Control
3M54178,0.0091,0.0449,0.0217,0.0318,0.0593,0.0244,0.0132,0.0085,0.02,0.0184,0.049,0.0106,1.3204,5.0684,Control,Biomass,Control
3M54179,0.0068,0.0416,0.0046,0.0134,0.0185,0.0129,0.014,0.0093,0.013,0.0202,0.0191,0.061,1.0366,4.881,Intervention,LPG,Intervention
3M54185,0.0102,0.0554,0.0312,0.0273,0.0355,0.0285,0.0158,0.0091,0.0273,0.0037,0.0316,0.061,1.2157,5.2215,Control,Biomass,Control
3M54186,0.0075,0.0432,0.0051,0.031,0.0611,0.0127,0.0127,0.0084,0.017,0.0175,0.0612,0.061,1.2812,5.65,Control,Biomass,Control
3M54196,0.0088,0.0468,0.0231,0.0327,0.0584,0.0364,0.0133,0.0109,0.0198,0.0184,0.0342,0.061,1.0613,5.4187,Control,Biomass,Control
3M54211,0.0098,0.0667,0.0537,0.0396,0.0461,0.0324,0.0132,0.0103,0.0272,0.0201,0.0262,0.0102,1.4805,5.7683,Intervention,LPG,Intervention
3M54217,0.0081,0.04,0.0128,0.0423,0.053,0.0154,0.0153,0.0083,0.0193,0.0201,0.0304,0.061,1.0362,5.48,Control,Biomass,Control
3M54223,0.0075,0.0394,0.0176,0.0387,0.0384,0.0166,0.0132,0.0046,0.0208,0.0037,0.0207,0.0097,1.1196,5.0549,Intervention,LPG,Intervention
3M54224,0.0062,0.0068,0.0084,0.0372,0.0454,0.0181,0.0085,0.0046,0.0186,0.0099,0.0264,0.061,1.1009,5.48,Control,Biomass,Control
3M54234,0.0095,0.0295,0.0104,0.0302,0.0226,0.0221,0.0132,0.0109,0.0112,0.0201,0.0142,0.061,0.5457,4.7611,Control,Biomass,Control
3M54239,0.0074,0.0338,0.0058,0.0397,0.0917,0.0161,0.0132,0.0046,0.0143,0.0037,0.1113,0.061,1.5214,7.813,Control,Biomass,Control
3M54243,0.0119,0.0347,0.0248,0.0495,0.2512,0.0294,0.0132,0.0092,0.0149,0.0037,0.5607,0.061,2.8055,10.8946,Control,Biomass,Control
3M54244,0.0057,0.0313,0.0104,0.0301,0.0157,0.0061,0.0151,0.0046,0.0102,0.0184,0.0105,0.061,0.5112,4.7355,Intervention,LPG,Intervention
3M54248,0.0059,0.042,0.0085,0.036,0.0272,0.0104,0.0148,0.0046,0.0177,0.0184,0.0141,0.061,0.8121,4.9238,Intervention,LPG,Intervention
3M54257,0.0139,0.0398,0.0361,0.052,0.1911,0.0638,0.0178,0.0133,0.0305,0.0037,0.3018,0.061,1.3585,13.2567,Control,Biomass,Control
3M54263,0.006,0.033,0.0104,0.0146,0.0175,0.0103,0.0132,0.0086,0.0123,0.0037,0.013,0.061,0.7176,4.7899,Intervention,LPG,Intervention
3M54266,0.0064,0.0347,0.0377,0.0195,0.036,0.0071,0.0139,0.0101,0.0129,0.0203,0.0265,0.0104,2.0587,4.8247,Intervention,LPG,Intervention
3M54270,0.0112,0.1084,0.1662,0.0262,0.0944,0.024,0.0189,0.0104,0.0406,0.022,0.2006,0.0149,1.3047,14.1051,Control,Biomass,Control
3M54276,0.0067,0.0591,0.0361,0.0143,0.0217,0.0116,0.0132,0.0103,0.0206,0.0185,0.0183,0.061,0.8059,4.8054,Intervention,LPG,Intervention
